hospitalName,telNum,hospitalType,numDoc,numRoom,numBed,medicalCourse,address
인천적십자병원,032-899-4000,병원,79,42,149,내과/ 신경과/ 정형외과/ 마취통증의학과/ 산부인과/ 영상의학과/ 치주과,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)"
송도효자병원,032-832-9900,요양병원(일반요양병원),37,42,243,내과/ 신경과/ 정형외과/ 피부과/ 병리과/ 재활의학과/ 한방내과,"인천광역시 연수구 능허대로 235 (옥련동, 송도효자병원)"
(의) 상원의료재단 인천힘찬병원,1899-2220,병원,88,30,126,진단검사의학과/ 영상의학과/ 마취통증의학과/ 신경외과/ 정형외과/ 외과/ 내과,인천광역시 연수구 용담로 118 (연수동)
SnC시카고치과병원,032-777-1122,치과병원,6,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"인천광역시 연수구 컨벤시아대로 81, 701,704호 (송도동, 드림시티)"
나은요양병원,032-710-6001,요양병원(일반요양병원),21,35,199,내과/ 신경과/ 재활의학과/ 한방내과/ 한방재활의학과/ 침구과,"인천광역시 남동구 소래역남로16번길 20, 둘리프라자 (논현동)"
새인천요양병원,032-719-7874,요양병원(일반요양병원),13,30,140,내과/ 신경과/ 정신건강의학과/ 외과/ 신경외과/ 성형외과/ 산부인과/ 소아청소년과/ 피부과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방부인과,"인천광역시 남동구 논고개로123번길 17, 아이플렉스 11층 (논현동)"
서울센트리얼치과병원,469-2879,치과병원,5,0,0,치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"인천광역시 남동구 서창남순환로 222, 센타프라자 304,402호 (서창동)"
인천수한방병원,032-422-7582,한방병원,3,12,46,내과/ 신경과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,"인천광역시 남동구 소래역로 50, 토성프라자 5층 501,502호 (논현동)"
간석단아한방병원,032-426-8275,한방병원,2,8,30,한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 침구과,"인천광역시 남동구 경인로 591, 지하1층, 2~5층 (간석동)"
인천정병원,032-424-7555,병원,5,32,175,내과/ 정신건강의학과,"인천광역시 남동구 남동대로 931, 3~6층 (간석동)"
라임요양병원,032-434-9993,요양병원(일반요양병원),5,34,193,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,인천광역시 남동구 구월로 135 (간석동)
인주한방병원,1833-7887,한방병원,4,16,62,가정의학과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 침구과,"인천광역시 남동구 인주대로 670, 인향빌딩 101호일부,5층,602호일부호 (구월동)"
스마일요양병원,032-431-8899,요양병원(일반요양병원),4,24,138,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 이비인후과/ 피부과/ 비뇨의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 남동구 논현로26번길 6, 에이스프라자 2, 4~9층 (논현동)"
새론한방병원,032-423-3650,한방병원,7,13,48,내과/ 신경과/ 정신건강의학과/ 마취통증의학과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 남동구 논고개로 101, 아름다운타워 4층 401,402호 (논현동)"
인천수요양병원,032-437-5002,요양병원(일반요양병원),5,20,112,내과/ 신경과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 가정의학과,"인천광역시 남동구 호구포로 214, 대진메디컬프라자 7~10층 (논현동)"
더행복요양병원,431-8585,요양병원(일반요양병원),16,26,143,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 이비인후과/ 피부과/ 비뇨의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과,"인천광역시 남동구 미래로 45, 2,3,5,7층 (구월동, 벤처빌딩)"
예인병원,425-1370,병원,10,26,193,가정의학과/ 정신건강의학과/ 신경과/ 내과,"인천광역시 남동구 논고개로 71, 7,8,9,10층층 1001,1002호 (논현동, 가산타워)"
뿌리요양병원,431-7979,요양병원(일반요양병원),15,23,124,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 피부과/ 재활의학과/ 가정의학과/ 응급의학과/ 한방내과/ 한방부인과/ 한방소아과/ 침구과,"인천광역시 남동구 논고개로 77, 에코타워 7,8층 (논현동)"
연세효요양병원,468-3388,요양병원(일반요양병원),17,13,77,한방내과/ 재활의학과/ 영상의학과/ 외과/ 정형외과/ 내과,"인천광역시 남동구 인주대로 852 (만수동, 연세빌딩)"
서울이룸병원,469-4394,병원,5,20,68,소아청소년과/ 정형외과/ 내과,"인천광역시 남동구 구월로 241, 1~5층 전체호 (구월동, 이룸메디컬)"
재단법인 자생의료재단 인천자생한방병원,230-1002,한방병원,33,22,83,내과/ 영상의학과/ 한방내과/ 한방재활의학과/ 침구과,"인천광역시 남동구 예술로 126, 4층, 5층일부층 501,502호 (구월동)"
가온요양병원,212-2001,요양병원(일반요양병원),18,26,161,내과/ 정신건강의학과/ 외과/ 소아청소년과/ 이비인후과/ 재활의학과/ 한방내과,"인천광역시 남동구 남동대로 797 (구월동, 지하1층일부,1층일부, 2~6층)"
모두병원,1588-0255,병원,38,15,65,정형외과/ 마취통증의학과/ 신경외과/ 영상의학과/ 가정의학과/ 내과,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)"
의료법인 정강의료재단 위드미요양병원,032-438-5800,요양병원(일반요양병원),47,60,299,침구과/ 한방내과/ 가정의학과/ 재활의학과/ 피부과/ 신경외과/ 정형외과/ 외과/ 신경과/ 내과,"인천광역시 남동구 논고개로123번길 35, 10층,11층 (논현동, 칼리오페)"
의료법인 정진의료재단 영화병원,442-2020,병원,20,28,180,소아청소년과/ 내과/ 정신건강의학과,"인천광역시 남동구 소래역로 42, 소래타워 302호, 6~10층 (논현동)"
인천아산요양병원,713-4100,요양병원(일반요양병원),18,25,142,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방재활의학과/ 침구과,"인천광역시 남동구 호구포로 212, 대양프라자빌딩 5,6,7,8층 (논현동)"
늘한방병원,465-7510,한방병원,5,13,47,가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 남동구 서창방산로 55, 4층 401~407호 (서창동, 비젼프라자)"
전병원,"467-6666,464-6181",병원,32,38,136,마취통증의학과/ 병리과/ 영상의학과/ 비뇨의학과/ 피부과/ 재활의학과/ 정형외과/ 신경외과/ 소아청소년과/ 외과/ 내과,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)"
의료법인 길의료재단 길병원,460-3548,종합병원,1771,360,1450,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 방사선종양학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 핵의학과/ 직업환경의학과/ 응급의학과/ 구강악안면외과/ 치과보철과/ 치과교정과/ 치주과/ 치과보존과,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)"
브래덤병원,456-7600,병원,42,39,169,재활의학과/ 신경과/ 가정의학과/ 내과,"인천광역시 남동구 예술로192번길 36 (구월동, 지하1층~지하3층, 지상1층일부, 2층~9층)"
미추홀재활전문병원,032-430-6200,요양병원(일반요양병원),57,54,290,한방내과/ 가정의학과/ 재활의학과/ 영상의학과/ 비뇨의학과/ 피부과/ 이비인후과/ 안과/ 소아청소년과/ 정신건강의학과/ 신경과/ 내과,"인천광역시 남동구 남동대로799번길 25 (구월동, 미추홀요양병원)"
고려요양병원,462-3065,요양병원(일반요양병원),28,23,145,마취통증의학과/ 외과/ 한방내과/ 내과,"인천광역시 남동구 구월로 305, 4층~8층외 303 7,8층동 (만수동)"
봄날요양병원,464-9101,요양병원(일반요양병원),36,36,189,침구과/ 사상체질과/ 한방신경정신과/ 한방재활의학과/ 한방안·이비인후·피부과/ 한방부인과/ 한방소아과/ 한방내과/ 피부과/ 소아청소년과/ 정신건강의학과/ 비뇨의학과/ 신경과/ 가정의학과/ 내과,인천광역시 남동구 인주대로 806 (구월동)
21세기병원,1588-2150,병원,72,22,80,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,인천광역시 남동구 정각로 2 (구월동)
새희망병원,431-2555,병원,20,32,284,내과/ 정신건강의학과/ 소아청소년과/ 가정의학과,"인천광역시 남동구 남동대로922번길 54 (간석동, 새희망병원)"
대찬병원,1522-3266,병원,89,26,99,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,"인천광역시 남동구 인주대로 590, 1층일부, 2~8층, 9층일부 (구월동)"
올림피아병원,032)461-2300,병원,13,29,128,내과/ 마취통증의학과/ 소아청소년과/ 피부과/ 재활의학과/ 가정의학과/ 직업환경의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,"인천광역시 남동구 호구포로 836, 1~3층 전체, 6층 일부호 (구월동, 구월프라자)"
이편안인천요양병원,868-9988,요양병원(일반요양병원),23,25,180,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 남동구 앵고개로948번길 4, 3,4,5,6층 전체호 (논현동, 서울프라자)"
라이온요양병원,426-7575,요양병원(일반요양병원),25,32,170,내과/ 신경과/ 정신건강의학과/ 마취통증의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과,"인천광역시 남동구 경인로 520, 7~9층 전체호 (간석동, 탑프라자2)"
서울바른척도병원,1522-9988,병원,27,16,70,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 재활의학과/ 가정의학과,"인천광역시 남동구 구월로 233, 1층일부,2~5층 전체호 (구월동)"
소망요양병원,032-427-1175,요양병원(일반요양병원),18,24,97,내과/ 신경과/ 정신건강의학과/ 마취통증의학과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,"인천광역시 남동구 백범로 403, A동 지하1~5층 (간석동)"
효민요양병원,032-461-7577,요양병원(일반요양병원),16,30,146,내과/ 신경과/ 정형외과/ 재활의학과/ 가정의학과,"인천광역시 남동구 서창남순환로216번길 46, MS프라자, 3층일부, 4~6층, 7층일부 (서창동)"
인천아시아드병원,222-7575,병원,11,14,65,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 소아청소년과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 응급의학과/ 한방내과,"인천광역시 남동구 인주대로 664, 402호,501호 (구월동, 메인프라자2차)"
의료법인예현의료재단 세종한방병원,466-4977,한방병원,4,13,33,비뇨의학과/ 피부과/ 소아청소년과/ 이비인후과/ 안과/ 내과/ 마취통증의학과/ 재활의학과/ 신경외과/ 정형외과/ 가정의학과/ 한방재활의학과/ 한방소아과/ 한방부인과/ 한방신경정신과/ 침구과/ 사상체질과/ 한방안·이비인후·피부과/ 한방내과,"인천광역시 남동구 호구포로 872, 2층~5층 일부호 (구월동)"
St.(세인트)요셉병원,814-7555,병원,9,8,30,내과/ 신경과/ 재활의학과,"인천광역시 남동구 남동대로239번길 72-39, 지하1층, 1~4층, 7층 (논현동)"
시카고치과병원,032-508-6677,치과병원,3,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 영상치의학과/ 구강병리과/ 예방치과,"인천광역시 부평구 경원대로 1246, 2층 (산곡동, 동심빌딩)"
구올담치과병원,032-528-6030,치과병원,11,1,1,구강악안면외과/ 치과보철과/ 치과교정과/ 치주과/ 치과보존과/ 영상치의학과,"인천광역시 부평구 경원대로 1418, 1층~8층 전체 (부평동)"
우먼메디여성병원,032-508-2100,병원,10,31,47,마취통증의학과/ 산부인과/ 소아청소년과,"인천광역시 부평구 부흥로 290, 2(일부)층, 3층~8층 (부평동)"
안은의료재단 부평세림병원,032-509-5555,종합병원,41,64,270,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 예방의학과/ 예방치과,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)"
의료법인한길의료재단한길안과병원,032-503-3322,병원,106,17,57,내과/ 마취통증의학과/ 안과,"인천광역시 부평구 부평대로 35, 1층일부,2층~10층 (부평동, 정명빌딩)"
부평성심요양병원,032-504-9966,요양병원(일반요양병원),16,28,152,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 소아청소년과/ 피부과/ 비뇨의학과/ 영상의학과/ 재활의학과/ 가정의학과/ 한방재활의학과/ 침구과,인천광역시 부평구 마장로 449 (청천동)
가톨릭대학교 인천성모병원,032-280-6364,종합병원,246,181,837,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 방사선종양학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 핵의학과/ 응급의학과/ 치과,인천광역시 부평구 동수로 56 (부평동)
프라임에스치과교정과치과병원,032-504-6030,치과병원,4,0,0,치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과/ 예방치과,"인천광역시 부평구 경원대로 1380, 지하1층 ~ 5층 (부평동)"
노블한방병원,032-428-7582,한방병원,5,15,60,내과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,"인천광역시 부평구 백범로 472, 3,4,5,6층 (십정동)"
의료법인 정강의료재단 부평한방병원,032-503-8275,한방병원,7,18,69,재활의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 부흥로 329, 로얄프라자 3층 전체호 (부평동)"
세원한방병원,032-330-7500,한방병원,5,16,59,가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 길주로 651, 3층, 4층, 5층 (삼산동)"
명성한방병원,032-527-7575,한방병원,5,11,33,한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 부평대로51번길 7 (부평동, 2,5,6층 전체, 7층 일부)"
근로복지공단인천병원,032-500-0114,종합병원,221,89,349,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 직업환경의학과/ 응급의학과/ 치과보철과,인천광역시 부평구 무네미로 446 (구산동)
힐링한방병원,032-523-8275,한방병원,4,10,32,한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 부흥로 283, 2층 (부평동, 힐링한방병원)"
새올요양병원,032-507-3355,요양병원(일반요양병원),41,39,195,내과/ 신경과/ 정신건강의학과/ 소아청소년과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과/ 한방응급과,"인천광역시 부평구 마장로 246, 새올 요양병원 (산곡동)"
올리브요양병원,032-523-7771,요양병원(일반요양병원),15,19,115,내과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과,인천광역시 부평구 장제로 129 (부평동)
재단법인 자연재단 더필잎요양병원,032-521-5555,요양병원(일반요양병원),48,45,275,내과/ 신경과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 장제로 175, 지하1(일부)층, 1(일부)층, 2층~8층 전체 (부평동)"
다인이비인후과병원,032-515-2325,병원,34,16,30,내과/ 이비인후과,"인천광역시 부평구 경원대로 1242, 지하1(일부)층, 1(일부)층, 3층, 4(일부)층, 5층, 6(일부)층, 7(일부)층, 우암빌딩 (산곡동)"
라이브치과병원,032-502-2279,치과병원,8,0,0,치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과,"인천광역시 부평구 부평대로 52, 라이브빌딩 2, 3층 (부평동)"
백운요양병원,032-504-0109,요양병원(일반요양병원),28,35,180,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과/ 침구과,"인천광역시 부평구 마장로 68 (십정동, K빌딩, 지하1층,지상1층(일부),지상2~8층)"
미르한방병원,032-501-7582,한방병원,10,13,50,가정의학과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 침구과,"인천광역시 부평구 장제로 153, 4,5층 (부평동, 부흥빌딩)"
다나은한방병원,032-523-1075,한방병원,20,17,64,내과/ 정형외과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 경인로999번길 1 (부평동, 지하1층, 지상1층일부, 지상2~5층)"
나다의료재단소망병원,529-0888,병원,6,7,30,가정의학과/ 정형외과/ 내과,인천광역시 부평구 장제로 137 (부평동)
나다의료재단 소망병원,,병원,3,7,30,내과/ 정형외과,인천광역시 부평구 장제로 137 (부평동)
의)상원의료재단부평힘찬병원,032-363-9121,병원,121,32,163,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 진단검사의학과/ 재활의학과,인천광역시 부평구 장제로 78 (부평동)
인천노인전문병원,032-506-6262,요양병원(일반요양병원),3,32,166,내과/ 신경외과/ 병리과/ 한방내과,인천광역시 부평구 장제로 117 (부평동)
찬누리한방병원,032-511-1001,한방병원,7,22,92,가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,인천광역시 부평구 원적로 469 (부평동)
새봄여성병원,032-521-7200,병원,19,30,51,마취통증의학과/ 피부과/ 소아청소년과/ 산부인과,인천광역시 부평구 마장로 316 (산곡동)
정요양병원,032-528-3114,요양병원(일반요양병원),11,18,90,내과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 소아청소년과/ 비뇨의학과/ 영상의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방재활의학과/ 침구과,인천광역시 부평구 부흥로 412 (부개동)
부평중앙병원,032-513-5500,병원,10,17,46,내과/ 외과/ 정형외과/ 마취통증의학과/ 소아청소년과/ 영상의학과,"인천광역시 부평구 부평대로 93, 지하1층, 1층, 4층, 5층, 6층 (부평동)"
부평세연요양병원,032-505-5114,요양병원(일반요양병원),20,19,110,내과/ 외과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 부평구 부흥로 329, 7층 (부평동, 로얄프라자)"
의료법인나누리의료재단나누리병원,032-280-1109,병원,114,36,157,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 재활의학과,인천광역시 부평구 장제로 156 (부평동)
인천바오로병원,032-525-7080,병원,12,23,116,내과/ 신경과/ 정신건강의학과/ 이비인후과/ 가정의학과,인천광역시 부평구 장제로 145 (부평동)
글로리병원,032-262-9000,병원,56,63,417,한방내과/ 정신건강의학과/ 재활의학과/ 내과,"인천광역시 부평구 길주로 655, 1층~11층 (삼산동, 글로리타워)"
청구요양병원,032-542-3535,요양병원(일반요양병원),23,46,200,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 계양구 오조산로57번길 11-1, 강남모던빌 1,2,3,7층 (계산동)"
메디플렉스 세종병원,032240-8000,종합병원,211,101,325,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 소아청소년과/ 안과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 재활의학과/ 응급의학과/ 치주과,인천광역시 계양구 계양문화로 20 (작전동)
인천마디병원,1644-8344,병원,35,20,74,영상의학과/ 마취통증의학과/ 비뇨의학과/ 피부과/ 재활의학과/ 신경외과/ 정형외과/ 외과/ 이비인후과/ 소아청소년과/ 내과/ 가정의학과,인천광역시 계양구 계양대로 204 (계산동)
인천하이병원,555-1675,병원,50,18,72,산부인과/ 외과/ 영상의학과/ 마취통증의학과/ 내과/ 신경외과/ 정형외과,인천광역시 계양구 경명대로 1107 (계산동)
오케이병원,1800-0820,병원,20,17,63,내과/ 정형외과/ 마취통증의학과/ 영상의학과,"인천광역시 계양구 장제로 676, 오케이병원 2~7층 (작전동)"
우리한방병원,032-551-8088,한방병원,5,15,57,내과/ 정형외과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 계양구 장제로 808, 2,6층 (계산동, 그랜드코아빌딩)"
다원병원,032-543-7114,병원,11,24,168,가정의학과/ 내과/ 정신건강의학과/ 신경과,인천광역시 계양구 장제로 857 (임학동)
성로 요양병원,555-4663,요양병원(일반요양병원),29,44,291,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 소아청소년과/ 피부과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방신경정신과,"인천광역시 계양구 아나지로 380, 전체동 (작전동, 해룡빌딩)"
의료법인 삼정의료재단 삼정병원,"543-7530,7540",요양병원(정신병원),17,30,250,정신건강의학과,"인천광역시 계양구 장제로 800, 삼정병원 (계산동)"
새봄요양병원,032-543-7582,요양병원(일반요양병원),11,27,143,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 피부과/ 비뇨의학과/ 가정의학과,"인천광역시 계양구 장제로 672, 새봄요양병원 2,3,4층 201,305,402호 (작전동)"
인천제2시립노인치매요양병원,554-8300,요양병원(일반요양병원),20,23,139,내과/ 외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 계양구 드림로 852, 노인치매요양병원 (갈현동)"
예진요양병원,032-556-8810,요양병원(일반요양병원),21,27,161,내과/ 신경과/ 정형외과/ 신경외과/ 흉부외과/ 산부인과/ 영상의학과/ 병리과/ 재활의학과/ 결핵과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 계양구 계양대로 188, 4,5층 (계산동, 노바체빌딩)"
한아름요양병원,032-541-8575,요양병원(일반요양병원),20,19,107,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 재활의학과/ 가정의학과/ 한방내과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 침구과,"인천광역시 계양구 오조산로 51, 지하1~5층 (계산동)"
빅토리아요양병원,032-552-8050,요양병원(일반요양병원),21,24,170,내과/ 신경과/ 정형외과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과/ 한방응급과,"인천광역시 계양구 계산새로 71, C동 11,12,13층 (계산동, 하이베라스)"
더 드림 병원,032-282-7575,병원,56,24,81,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 재활의학과,인천광역시 계양구 계양대로 123 (작전동)
다나음한방병원,544-7975,한방병원,6,15,50,내과/ 신경과/ 정형외과/ 신경외과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"인천광역시 계양구 경명대로 1134, 다나음한방병원 2~5층 (계산동)"
미담한방병원,032-522-5000,한방병원,3,8,30,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,"인천광역시 계양구 안남로 548 (효성동, 효성프라자)"
의료법인 샬롬의료재단 브니엘요양병원,032-555-1088,요양병원(일반요양병원),34,35,199,침구과/ 사상체질과/ 한방재활의학과/ 한방신경정신과/ 한방안·이비인후·피부과/ 한방소아과/ 한방부인과/ 한방내과/ 재활의학과/ 마취통증의학과/ 신경과/ 소아청소년과/ 피부과/ 비뇨의학과/ 가정의학과/ 외과/ 내과,인천광역시 계양구 주부토로 494 (계산동)
의료법인인성의료재단한림병원,032-540-9114,,,,,,인천광역시 계양구 장제로 722 (작전동)
의료법인보람의료재단보람병원,032-542-0114,병원,12,38,187,내과/ 정신건강의학과,인천광역시 계양구 오조산로 11 (작전동)
엠앤비여성병원,032-552-3500,병원,22,27,41,내과/ 외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 영상의학과/ 가정의학과,인천광역시 계양구 장제로772번길 2 (계산동)
성베드로한방병원,032-544-2200,한방병원,4,15,57,한방내과/ 한방부인과/ 한방소아과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과/ 한방응급과,"인천광역시 계양구 장제로 785, 성베드로한방병원 1,2,3,4층 (계산동)"
한마음병원,032-553-0070,병원,9,20,46,피부과/ 가정의학과/ 소아청소년과/ 신경외과/ 산부인과/ 정형외과/ 외과/ 내과,인천광역시 계양구 계양대로 51 (작전동)
